report.txt

####################################################################################################################################

-Laps report:
--Laps count: 14803

######################

--Tracks laptimes stats:

| Track_Name                                                      |   Lap_Counter |   Lap_Mean |   Lap_Max |   Lap_Min |
| Pembrey (Pre 2017)                                              | Mazda MX-5 1.6 (Mk I)           | Lotus Elan                      |
| Pferdsfeld                                                      | BMW M4 Competition Coupe        | VW Golf R (Mk VIII)             |
| Phillip Island                                                  | Opel Corsa GSI (B)              | Porsche 918 Spyder              |
| Pikes Peak                                                      | Tesla Model S P90D              | Tesla Model S P90D              |
| Pittsburgh International Race Complex                           | McLaren Senna (P15)             | McLaren Senna (P15)             |
| Pocono Raceway Road Course Short Counterclockwise (Pre 1985)    | Porsche 911S Targa 2.7          | Porsche 911 2.7                 |
| Puerto Madero Street Circuit                                    | Spark SRT01-e                   | Spark SRT01-e                   |
| Punta Del Este Formula E (Pre 2015)                             | Spark SRT01-e                   | Spark SRT01-e                   |
| Putnam Park                                                     | BMW M3 (E92)                    | BMW M3 (E92)                    |
| Putrajaya Street Circuit                                        | Spark SRT01-e                   | Spark SRT01-e                   |
| Queensland Raceway Sprint Circuit                               | Toyota GT86                     | Porsche 911 GT2 RS (991)        |
| Raceland                                                        | Renault Twingo GT (Mk II)       | KTM X-Bow                       |
| Red Bull Ring                                                   | McLaren MP4-31                  | W11 EQ                          |
| Reno-Fernley Raceway Conf 1 (2.74 M)                            | Mazda 3 MPS                     | Dodge Viper GTS                 |
| Reno-Fernley Raceway Conf 2 (1.7M)                              | Audi R8 V10 5.2 FSI (Mk I)      | Ferrari 458 Italia              |
| Ridge Motorsports Park                                          | Honda Civic Type R (FK8)        | Porsche 911 GT3 (991)           |
| Ring Knutstorp                                                  | Smart Roadster                  | Mitsubishi Lancer Evo V GSR     |
| Ring Knutstrop (Conf 2)                                         | Tesla Roadster                  | Koenigsegg Agera                |
| Riverside Raceway                                               | 356 A 1600 Convertible D        | Chevrolet Corvette C1           |
| Road America                                                    | Porsche 911 GT3 RS              | Audi R10 TDI                    |
| Road Atlanta                                                    | Honda S2000 (AP1)               | Porsche 911 GT2 RS (991)        |
| Rockingham International Super Sportscar                        | Mazda MX-5 Grand Touring        | Ferrari 458 Italia              |
| Rockingham National                                             | Gran Torino Sport 351 Cleavel.. | Palmer Jaguar JP1               |
| Rockingham Oval Circuit                                         | Ford Focus ST                   | Renault Megane RS 265 Trophy    |
| Roebling Road Raceway                                           | Porsche 911 Turbo 3.3           | Ford Shelby Mustang GT350       |
| Rudskogen (Post 2012)                                           | BMW i8                          | Audi R8 4.2 FSI Quattro (Mk I)  |
| Rudskogen (Pre 2012)                                            | BMW M6                          | Ariel Atom 2                    |
| Rustavi International Motorpark                                 | Honda Civic SIR                 | Porsche 911 Carrera S           |
| Sachsenring                                                     | Chevrolet Camaro ZL1 (Mk VI)    | McLaren Senna (P15)             |
| Salzburgring                                                    | Hyundai I30N                    | Porsche 911 GT3 RS (991)        |
| Sandown                                                         | Porsche 911 GT3 RS (991)        | Porsche 718 Cayman GT4 RS       |
| Sebring International Raceway                                   | BMW M3 (E36)                    | Toyota TS050 (Mk II)            |
| Sendai Hi-Land Raceway                                          | Honda Civic SIR                 | Honda Civic SIR                 |
| Sepang                                                          | Mazda MX-5 (Mk II 1.8)          | Mercedes-Benz W08               |
| Serres Racing Circuit                                           | Fiat Punto HGT                  | Lamborghini Huracán STO         |
